"","Group.1","x","quadrat_abund[-1, 2]","plot_presence[-1, 1]"
"43","ERIUMB",0.0612745098039216,0.686274509803922,3.92156862745098
"44","ESCVIV",0.00245098039215686,0.196078431372549,1.96078431372549
"45","FESIDA",0.0303921568627451,1.7156862745098,12.7450980392157
"46","GALAPA",0.0519607843137255,0.53921568627451,2.94117647058824
"47","GAYDIF",0.00294117647058824,0.147058823529412,0.980392156862745
"48","GILINC",0.000490196078431373,0.0490196078431373,0.980392156862745
"49","HEUPAR",0.00147058823529412,0.0490196078431373,0.980392156862745
"50","HOLDUM",0.0166666666666667,0.147058823529412,1.96078431372549
"51","HYDCAP",0.00392156862745098,0.294117647058824,1.96078431372549
"52","LEPPER",0.0225490196078431,0.490196078431373,2.94117647058824
"53","LEPPUN",0.100980392156863,4.41176470588235,25.4901960784314
"54","LESKIN",0.0480392156862745,1.22549019607843,2.94117647058824
"55","LEYCIN",0.106372549019608,0.588235294117647,3.92156862745098
"56","LUPARG",0.00343137254901961,0.147058823529412,1.96078431372549
"57","LUPBRE",0.00294117647058824,0.294117647058824,2.94117647058824
"58","MACCAN",0.00490196078431373,0.0490196078431373,0.980392156862745
"59","MAHREP",0.0053921568627451,0.196078431372549,0.980392156862745
"60","MELBUL",0.00735294117647059,0.0490196078431373,0.980392156862745
"61","MEROBL",0.00588235294117647,0.392156862745098,2.94117647058824
"62","OPUPOL",0.0151960784313725,0.196078431372549,2.94117647058824
"63","PACMUL",0.00196078431372549,0.196078431372549,2.94117647058824
"64","PENEAT",0.000490196078431373,0.0490196078431373,0.980392156862745
"65","PENKIN",0.000490196078431373,0.0490196078431373,0.980392156862745
"66","PENSPE",0.000490196078431373,0.0490196078431373,0.980392156862745
"67","PETPUM",0.0102941176470588,0.441176470588235,1.96078431372549
"68","PHLHOO",0.320588235294118,7.84313725490196,33.3333333333333
"69","PHLLON",0.0132352941176471,0.882352941176471,3.92156862745098
"70","POASEC",3.87009803921569,66.8137254901961,97.0588235294118
"71","POLDOU",0.00147058823529412,0.147058823529412,2.94117647058824
"72","PSESPI",0.222058823529412,4.90196078431373,14.7058823529412
"73","PURTRI",0.0544117647058824,0.245098039215686,1.96078431372549
"74","RANAND",0.00147058823529412,0.147058823529412,1.96078431372549
"75","RANTES",0.000980392156862745,0.0980392156862745,1.96078431372549
"76","RIBCER",0.0622549019607843,0.294117647058824,2.94117647058824
"77","SENINT",0.00882352941176471,0.490196078431373,2.94117647058824
"78","STEACA",0.202450980392157,5,15.6862745098039
"79","STRCOR",0.021078431372549,1.37254901960784,7.84313725490196
"80","SYMORE",0.606372549019608,2.69607843137255,3.92156862745098
"81","SYSALT",0.00784313725490196,0.147058823529412,1.96078431372549
"82","TRIAND",0.0122549019607843,0.735294117647059,4.90196078431373
"83","Unknown",0.00588235294117647,0.245098039215686,2.94117647058824
"84","VIOPUR",0.000980392156862745,0.0980392156862745,1.96078431372549
"85","WYEMOL",0.000980392156862745,0.0980392156862745,0.980392156862745
"86","ZIGVEN",0.000490196078431373,0.0490196078431373,0.980392156862745
